"EER","Var(EER)","Th","Var(Th)","ACC","Var(ACC)","SEN","Var(SEN)","SPE","Var(SPE)","PPV","Var(PPV)","NPV","Var(NPV)","FPR","Var(FPR)","FDR","Var(FDR)","F1S","Var(F1S)"
0.277336214137767,0.00340320570821983,0.515260616549638,0.0459296282823916,0.722687477730473,0.00341015185907644,0.722663785862233,0.00340320570821983,0.722711726066558,0.00341759963126275,0.723205164801822,0.00341663642671435,0.722164577570483,0.00340882196045972,0.277288273933442,0.00341759963126275,0.276794835198178,0.00341663642671435,0.722933193933391,0.00340910824319503
